seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	64125238	64125294	57	*	X01811	8986	64126625	64139687	13063	+	1330	upstream	1330	RPS6KA4
chr11	64125653	64125716	64	*	X01812	8986	64126625	64139687	13063	+	908	upstream	908	RPS6KA4
chr11	64491313	64491417	105	*	X01817	9379	64373646	64490660	117015	-	652	upstream	652	NRXN2
chr11	64491583	64491678	96	*	X01818	9379	64373646	64490660	117015	-	922	upstream	922	NRXN2
chr11	64647002	64647057	56	*	X01828	10938	64620208	64647149	26942	-	0	inside	91	EHD1
chr11	64647457	64647513	57	*	X01829	10938	64620208	64647149	26942	-	307	upstream	307	EHD1
chr11	64764226	64764330	105	*	X01833	116071	64755417	64764517	9101	-	0	inside	186	BATF2
chr11	64852276	64852380	105	*	X01834	113130	64844927	64851615	6689	-	660	upstream	660	CDCA5
chr11	65151804	65151873	70	*	X01842	283130	65142663	65151172	8510	-	631	upstream	631	SLC25A45
chr11	65188585	65188619	35	*	X01847	283131	65190269	65212028	21760	+	1649	upstream	1649	NEAT1
chr11	65327025	65327174	150	*	X01857	4054	65306030	65326253	20224	-	771	upstream	771	LTBP3
chr11	65328210	65328314	105	*	X01858	4054	65306030	65326253	20224	-	1956	upstream	1956	LTBP3
chr11	65339745	65339820	76	*	X01860	23625	65339820	65341669	1850	+	0	overlapStart	0	FAM89B
chr11	65339745	65339820	76	*	X01860	254100	65336691	65337884	1194	-	1860	upstream	1860	ZNRD2-AS1
chr11	65342700	65342789	90	*	X01862	254102	65343509	65360116	16608	+	719	upstream	719	EHBP1L1
chr11	65770844	65770993	150	*	X01876	84285	65764016	65769637	5622	-	1206	upstream	1206	EIF1AD
chr11	65818839	65818958	120	*	X01878	10992	65819816	65836382	16567	+	857	upstream	857	SF3B2
chr11	66034460	66034498	39	*	X01881	81876	66036056	66044963	8908	+	1557	upstream	1557	RAB1B
chr11	66034679	66034813	135	*	X01882	81876	66036056	66044963	8908	+	1242	upstream	1242	RAB1B
chr11	66113505	66113624	120	*	X01887	25855	66104804	66112582	7779	-	922	upstream	922	BRMS1
chr11	66233739	66233748	10	*	X01888	246330	66233798	66244808	11011	+	49	upstream	49	PELI3
chr11	66404921	66404965	45	*	X01891	5936	66406088	66435858	29771	+	1122	upstream	1122	RBM4
chr11	66510639	66510703	65	*	X01892	79703	66512207	66610987	98781	+	1503	upstream	1503	C11orf80
chr11	66742604	66742705	102	*	X01899	254439	66742754	66744479	1726	+	48	upstream	48	C11orf86
chr11	66822670	66822759	90	*	X01905	29984	66824289	66839488	15200	+	1529	upstream	1529	RHOD
chr11	66823415	66823534	120	*	X01906	29984	66824289	66839488	15200	+	754	upstream	754	RHOD
chr11	66823975	66824056	82	*	X01907	29984	66824289	66839488	15200	+	232	upstream	232	RHOD
chr11	67070036	67070134	99	*	X01912	54961	67070919	67080078	9160	+	784	upstream	784	SSH3
chr11	67121507	67121527	21	*	X01915	57804	67118236	67121067	2832	-	439	upstream	439	POLD4
chr11	67142158	67142244	87	*	X01916	23529	67131639	67141648	10010	-	509	upstream	509	CLCF1
chr11	67143337	67143504	168	*	X01917	23529	67131639	67141648	10010	-	1688	upstream	1688	CLCF1
chr11	67274205	67274294	90	*	X01926	9600	67259239	67272843	13605	-	1361	upstream	1361	PITPNM1
chr11	67274465	67274579	115	*	X01927	9600	67259239	67272843	13605	-	1621	upstream	1621	PITPNM1
chr11	67373634	67373701	68	*	X01928	4723	67374323	67380012	5690	+	621	upstream	621	NDUFV1
chr11	67398663	67398752	90	*	X01929	254552	67395409	67397408	2000	-	1254	upstream	1254	NUDT8
chr11	70048265	70048609	345	*	X01956	8772	70049269	70053508	4240	+	659	upstream	659	FADD
chr11	72928974	72928986	13	*	X01974	5029	72929343	72953472	24130	+	356	upstream	356	P2RY2
chr11	73018162	73018290	129	*	X01976	9828	73019663	73080425	60763	+	1372	upstream	1372	ARHGEF17
chr11	73086768	73086887	120	*	X01981	84957	73087405	73108519	21115	+	517	upstream	517	RELT
chr11	74951353	74951489	137	*	X01987	100507050	74951950	74954749	2800	+	460	upstream	460	TPBGL
chr11	75063359	75063376	18	*	X01994	408	74971166	75062875	91710	-	483	upstream	483	ARRB1
chr11	76492293	76492438	146	*	X02001	25987	76493357	76509198	15842	+	918	upstream	918	TSKU
chr11	76492698	76492832	135	*	X02002	25987	76493357	76509198	15842	+	524	upstream	524	TSKU
chr11	76777160	76777204	45	*	X02003	726	76777992	76837198	59207	+	787	upstream	787	CAPN5
chr11	85781443	85781562	120	*	X02008	8301	85668214	85780923	112710	-	519	upstream	519	PICALM
chr11	86510637	86510648	12	*	X02009	11098	86511491	86663830	152340	+	842	upstream	842	PRSS23
chr11	86510699	86510756	58	*	X02010	11098	86511491	86663830	152340	+	734	upstream	734	PRSS23
chr11	94276229	94276333	105	*	X02016	143689	94277006	94354587	77582	+	672	upstream	672	PIWIL4
chr11	94276229	94276333	105	*	X02016	2526	94277017	94283064	6048	+	683	upstream	683	FUT4
chr11	111750829	111750948	120	*	X02039	79796	111652919	111750181	97263	-	647	upstream	647	ALG9
chr11	111750829	111750948	120	*	X02039	91893	111744780	111750181	5402	-	647	upstream	647	FDXACB1
chr11	117688254	117688280	27	*	X02046	57453	117298489	117688240	389752	-	13	upstream	13	DSCAML1
chr11	118779323	118779547	225	*	X02053	100616376	118781417	118781496	80	+	1869	upstream	1869	MIR4492
chr11	118779953	118779988	36	*	X02054	100616376	118781417	118781496	80	+	1428	upstream	1428	MIR4492
chr11	118780310	118780429	120	*	X02055	100616376	118781417	118781496	80	+	987	upstream	987	MIR4492
chr11	118780748	118780909	162	*	X02056	100616376	118781417	118781496	80	+	507	upstream	507	MIR4492
chr11	118887256	118887390	135	*	X02062	51399	118889241	118894385	5145	+	1850	upstream	1850	TRAPPC4
chr11	119019423	119019542	120	*	X02065	64137	119019750	119033374	13625	+	207	upstream	207	ABCG4
chr11	122525761	122525865	105	*	X02087	84959	122526398	122685187	158790	+	532	upstream	532	UBASH3B
chr11	125933470	125933528	59	*	X02102	50937	125826713	125933187	106475	-	282	upstream	282	CDON
chr11	126223558	126223692	135	*	X02103	6484	126225540	126310752	85213	+	1847	upstream	1847	ST3GAL4
chr12	860803	860961	159	*	X02114	65125	862089	1020618	158530	+	1127	upstream	1127	WNK1
chr12	1769858	1769962	105	*	X02116	100500816	1769481	1769546	66	-	311	upstream	311	MIR3649
chr12	1770129	1770219	91	*	X02117	100500816	1769481	1769546	66	-	582	upstream	582	MIR3649
chr12	2988026	2988064	39	*	X02119	2305	2966847	2986321	19475	-	1704	upstream	1704	FOXM1
chr12	6308760	6308879	120	*	X02128	928	6309482	6347437	37956	+	602	upstream	602	CD9
chr12	6308897	6308971	75	*	X02129	928	6309482	6347437	37956	+	510	upstream	510	CD9
chr12	6561624	6561743	120	*	X02138	678655	6548167	6560683	12517	-	940	upstream	940	CD27-AS1
chr12	6562134	6562193	60	*	X02139	678655	6548167	6560683	12517	-	1450	upstream	1450	CD27-AS1
chr12	6604062	6604241	180	*	X02140	51258	6601316	6602471	1156	-	1590	upstream	1590	MRPL51
chr12	6641537	6641656	120	*	X02141	2597	6643585	6647537	3953	+	1928	upstream	1928	GAPDH
chr12	6642032	6642151	120	*	X02142	2597	6643585	6647537	3953	+	1433	upstream	1433	GAPDH
chr12	6642347	6642422	76	*	X02143	2597	6643585	6647537	3953	+	1162	upstream	1162	GAPDH
chr12	6716985	6717254	270	*	X02148	1108	6679248	6716551	37304	-	433	upstream	433	CHD4
chr12	6873911	6873934	24	*	X02157	5763	6875541	6880118	4578	+	1606	upstream	1606	PTMS
chr12	6877556	6877690	135	*	X02158	8079	6857158	6876641	19484	-	914	upstream	914	MLF2
chr12	6877871	6878005	135	*	X02159	8079	6857158	6876641	19484	-	1229	upstream	1229	MLF2
chr12	6878135	6878269	135	*	X02160	8079	6857158	6876641	19484	-	1493	upstream	1493	MLF2
chr12	6878345	6878599	255	*	X02161	8079	6857158	6876641	19484	-	1703	upstream	1703	MLF2
chr12	6930385	6930519	135	*	X02165	27239	6930963	6939175	8213	+	443	upstream	443	GPR162
chr12	6930605	6930714	110	*	X02166	27239	6930963	6939175	8213	+	248	upstream	248	GPR162
chr12	6937441	6937465	25	*	X02168	10536	6937572	6949018	11447	+	106	upstream	106	P3H3
chr12	6962310	6962383	74	*	X02169	83461	6953963	6960456	6494	-	1853	upstream	1853	CDCA3
chr12	6975558	6975673	116	*	X02170	7167	6976584	6980110	3527	+	910	upstream	910	TPI1
chr12	6975916	6976050	135	*	X02171	7167	6976584	6980110	3527	+	533	upstream	533	TPI1
chr12	7055371	7055452	82	*	X02183	5777	7055740	7070479	14740	+	287	upstream	287	PTPN6
chr12	22698322	22698366	45	*	X02211	9847	22601518	22697452	95935	-	869	upstream	869	C2CD5
chr12	29301347	29301410	64	*	X02215	55711	29301936	29488549	186614	+	525	upstream	525	FAR2
chr12	29301626	29301627	2	*	X02216	55711	29301936	29488549	186614	+	308	upstream	308	FAR2
chr12	30947544	30947633	90	*	X02218	100287314	30948615	30955645	7031	+	981	upstream	981	LINC00941
chr12	31882988	31883122	135	*	X02221	196394	31824071	31882108	58038	-	879	upstream	879	AMN1
chr12	44229303	44229392	90	*	X02228	84216	44229962	44783541	553580	+	569	upstream	569	TMEM117
chr12	48215488	48215592	105	*	X02244	51564	48176507	48213763	37257	-	1724	upstream	1724	HDAC7
chr12	48498122	48498125	4	*	X02251	5213	48499656	48540187	40532	+	1530	upstream	1530	PFKM
chr12	49183949	49184068	120	*	X02255	112	49159975	49182820	22846	-	1128	upstream	1128	ADCY6
chr12	49393369	49393427	59	*	X02260	23109	49388933	49393088	4156	-	280	upstream	280	DDN
chr12	49393583	49393672	90	*	X02261	23109	49388933	49393088	4156	-	494	upstream	494	DDN
chr12	49413558	49413887	330	*	X02262	5571	49396055	49412629	16575	-	928	upstream	928	PRKAG1
chr12	49526074	49526158	85	*	X02264	10376	49521567	49525304	3738	-	769	upstream	769	TUBA1B
chr12	49731120	49731121	2	*	X02265	338761	49726200	49730971	4772	-	148	upstream	148	C1QL4
chr12	49739929	49739980	52	*	X02268	79962	49741041	49745685	4645	+	1060	upstream	1060	DNAJC22
chr12	50503897	50503956	60	*	X02275	84987	50505764	50514240	8477	+	1807	upstream	1807	COX14
chr12	50505187	50505321	135	*	X02276	84987	50505764	50514240	8477	+	442	upstream	442	COX14
chr12	51612593	51612712	120	*	X02282	5463	51580719	51611477	30759	-	1115	upstream	1115	POU6F1
chr12	51784733	51784834	102	*	X02284	9498	51785101	51909547	124447	+	266	upstream	266	SLC4A8
chr12	51784998	51785006	9	*	X02285	9498	51785101	51909547	124447	+	94	upstream	94	SLC4A8
chr12	52416731	52416745	15	*	X02292	3164	52416616	52453291	36676	+	0	inside	114	NR4A1
chr12	53439097	53439231	135	*	X02315	23371	53440810	53458162	17353	+	1578	upstream	1578	TNS2
chr12	53490317	53490466	150	*	X02318	3489	53491436	53496128	4693	+	969	upstream	969	IGFBP6
chr12	53627552	53627686	135	*	X02339	5916	53604350	53626040	21691	-	1511	upstream	1511	RARG
chr12	53644967	53645086	120	*	X02342	84975	53645370	53648190	2821	+	283	upstream	283	MFSD5
chr12	54368885	54368967	83	*	X02351	100124700	54356092	54368740	12649	-	144	upstream	144	HOTAIR
chr12	54383450	54383554	105	*	X02354	406973	54385522	54385631	110	+	1967	upstream	1967	MIR196A2
chr12	54694428	54694562	135	*	X02361	4778	54685891	54694821	8931	-	0	inside	258	NFE2
chr12	54694638	54694877	240	*	X02362	4778	54685891	54694821	8931	-	0	overlapStart	0	NFE2
chr12	56109546	56109575	30	*	X02381	100528022	56109818	56118526	8709	+	242	upstream	242	BLOC1S1-RDH5
chr12	56109546	56109575	30	*	X02381	2647	56109818	56113871	4054	+	242	upstream	242	BLOC1S1
chr12	56136623	56136703	81	*	X02386	10220	56137064	56146665	9602	+	360	upstream	360	GDF11
chr12	56324752	56324826	75	*	X02391	1606	56324946	56347807	22862	+	119	upstream	119	DGKA
chr12	56361547	56361666	120	*	X02396	6490	56347889	56360496	12608	-	1050	upstream	1050	PMEL
chr12	56366587	56366706	120	*	X02397	5869	56367697	56390467	22771	+	990	upstream	990	RAB5B
chr12	56551413	56551452	40	*	X02406	4637	56552045	56555366	3322	+	592	upstream	592	MYL6
chr12	57523561	57523665	105	*	X02425	6778	57489187	57522883	33697	-	677	upstream	677	STAT6
chr12	57609946	57610031	86	*	X02428	11247	57610578	57620232	9655	+	546	upstream	546	NXPH4
chr12	57636219	57636248	30	*	X02430	56901	57628686	57634475	5790	-	1743	upstream	1743	NDUFA4L2
chr12	57636410	57636467	58	*	X02431	56901	57628686	57634475	5790	-	1934	upstream	1934	NDUFA4L2
chr12	57848530	57848634	105	*	X02435	83729	57849096	57851791	2696	+	461	upstream	461	INHBE
chr12	57848800	57848934	135	*	X02436	83729	57849096	57851791	2696	+	161	upstream	161	INHBE
chr12	58146523	58146642	120	*	X02442	1019	58141510	58146230	4721	-	292	upstream	292	CDK4
chr12	58148269	58148534	266	*	X02443	92979	58148881	58154193	5313	+	346	upstream	346	MARCHF9
chr12	58334705	58334809	105	*	X02447	91419	58335445	58351052	15608	+	635	upstream	635	ATP23
chr12	68041620	68041637	18	*	X02466	8445	68042512	68056444	13933	+	874	upstream	874	DYRK2
chr12	71833278	71833324	47	*	X02470	8549	71833550	71980088	146539	+	225	upstream	225	LGR5
chr12	81331653	81331817	165	*	X02480	8825	81191171	81331694	140524	-	0	overlapStart	0	LIN7A
chr12	100662455	100662574	120	*	X02495	120863	100631746	100660857	29112	-	1597	upstream	1597	DEPDC4
chr12	104532576	104532695	120	*	X02498	4801	104510858	104532040	21183	-	535	upstream	535	NFYB
chr12	106534155	106534231	77	*	X02504	9891	106457125	106533811	76687	-	343	upstream	343	NUAK1
chr12	109027997	109028116	120	*	X02510	6404	109015680	109027670	11991	-	326	upstream	326	SELPLG
chr12	109028417	109028521	105	*	X02511	6404	109015680	109027670	11991	-	746	upstream	746	SELPLG
chr12	109252554	109252696	143	*	X02518	1610	109252708	109294710	42003	+	11	upstream	11	DAO
chr12	109252554	109252696	143	*	X02518	54434	109176466	109251359	74894	-	1194	upstream	1194	SSH1
chr12	110319624	110319678	55	*	X02522	51228	110288748	110318293	29546	-	1330	upstream	1330	GLTP
chr12	111358401	111358535	135	*	X02523	4633	111348624	111358404	9781	-	0	overlapStart	0	MYL2
chr12	111372976	111373011	36	*	X02525	100131138	111374406	111375250	845	+	1394	upstream	1394	LINC01405
chr12	111374316	111374375	60	*	X02526	100131138	111374406	111375250	845	+	30	upstream	30	LINC01405
chr12	111842734	111842770	37	*	X02529	10019	111843752	111889427	45676	+	981	upstream	981	SH2B3
chr12	112281688	112281710	23	*	X02532	51275	112277573	112280706	3134	-	981	upstream	981	MAPKAPK5-AS1
chr12	113573758	113573850	93	*	X02536	8437	113536624	113574044	37421	-	0	inside	193	RASAL1
chr12	113587714	113587848	135	*	X02537	387885	113587663	113597081	9419	+	0	inside	50	CFAP73
chr12	113587871	113587960	90	*	X02538	387885	113587663	113597081	9419	+	0	inside	207	CFAP73
chr12	113624072	113624182	111	*	X02539	79039	113594978	113623284	28307	-	787	upstream	787	DDX54
chr12	113658403	113658409	7	*	X02540	53373	113659260	113736389	77130	+	850	upstream	850	TPCN1
chr12	115123184	115123436	253	*	X02541	6926	115108059	115121969	13911	-	1214	upstream	1214	TBX3
chr12	116997423	116997542	120	*	X02554	643246	116997186	117014425	17240	+	0	inside	236	MAP1LC3B2
chr12	117537518	117537545	28	*	X02557	54997	117476728	117537251	60524	-	266	upstream	266	TESC
chr12	120703971	120704075	105	*	X02570	5829	120648242	120703574	55333	-	396	upstream	396	PXN
chr12	120807456	120807569	114	*	X02571	4440	120779133	120806983	27851	-	472	upstream	472	MSI1
chr12	120807735	120808036	302	*	X02572	4440	120779133	120806983	27851	-	751	upstream	751	MSI1
chr12	122111111	122111215	105	*	X02579	283385	122089293	122110537	21245	-	573	upstream	573	MORN3
chr12	122232414	122232623	210	*	X02584	54509	122215660	122231594	15935	-	819	upstream	819	RHOF
chr12	123464083	123464202	120	*	X02597	51329	123464880	123467460	2581	+	677	upstream	677	ARL6IP4
chr12	123718934	123718996	63	*	X02604	10198	123640946	123717658	76713	-	1275	upstream	1275	MPHOSPH9
chr12	125052882	125052885	4	*	X02614	9612	124808957	125052010	243054	-	871	upstream	871	NCOR2
chr12	125053222	125053271	50	*	X02615	9612	124808957	125052010	243054	-	1211	upstream	1211	NCOR2
chr12	125053587	125053676	90	*	X02616	9612	124808957	125052010	243054	-	1576	upstream	1576	NCOR2
chr12	125401211	125401281	71	*	X02631	7316	125396192	125399587	3396	-	1623	upstream	1623	UBC
chr12	132627556	132627765	210	*	X02640	79050	132628993	132636986	7994	+	1227	upstream	1227	NOC4L
chr12	133265755	133265843	89	*	X02646	5426	133200348	133263945	63598	-	1809	upstream	1809	POLE
chr13	24736112	24736201	90	*	X02649	100313842	24736555	24736643	89	+	353	upstream	353	MIR2276
chr13	29293607	29293647	41	*	X02654	283537	29274218	29293150	18933	-	456	upstream	456	SLC46A3
chr13	41241829	41241948	120	*	X02667	2308	41048131	41240734	192604	-	1094	upstream	1094	FOXO1
chr13	41242463	41242491	29	*	X02668	2308	41048131	41240734	192604	-	1728	upstream	1728	FOXO1
chr13	44361860	44361931	72	*	X02673	55068	43787666	44361116	573451	-	743	upstream	743	ENOX1
chr13	47125962	47126081	120	*	X02680	23143	47127296	47327175	199880	+	1214	upstream	1214	LRCH1
chr13	100257901	100257990	90	*	X02707	171425	100258919	100549388	290470	+	928	upstream	928	CLYBL
chr13	102103508	102103627	120	*	X02710	9358	102104944	102373207	268264	+	1316	upstream	1316	ITGBL1
chr13	107222298	107222417	120	*	X02711	55082	107195662	107220514	24853	-	1783	upstream	1783	ARGLU1
chr13	114019000	114019060	61	*	X02722	79774	113978505	114018463	39959	-	536	upstream	536	GRTP1
chr13	114565818	114565840	23	*	X02728	100506394	114567150	114569805	2656	+	1309	upstream	1309	GAS6-DT
chr14	21573338	21573412	75	*	X02739	51222	21558205	21572863	14659	-	474	upstream	474	ZNF219
chr14	23339743	23339862	120	*	X02747	26020	23340960	23349586	8627	+	1097	upstream	1097	LRP10
chr14	24037493	24037627	135	*	X02764	8906	24028777	24037279	8503	-	213	upstream	213	AP1G2
chr14	24038018	24038152	135	*	X02765	8906	24028777	24037279	8503	-	738	upstream	738	AP1G2
chr14	24615311	24615384	74	*	X02770	55072	24616096	24635774	19679	+	711	upstream	711	RNF31
chr14	24702802	24702906	105	*	X02771	100528064	24682615	24701576	18962	-	1225	upstream	1225	NEDD8-MDP1
chr14	24702802	24702906	105	*	X02771	4738	24686057	24701576	15520	-	1225	upstream	1225	NEDD8
chr14	24769872	24769965	94	*	X02772	115817	24759804	24769039	9236	-	832	upstream	832	DHRS1
chr14	24835115	24835225	111	*	X02774	4776	24836145	24848810	12666	+	919	upstream	919	NFATC4
chr14	24835516	24835650	135	*	X02775	4776	24836145	24848810	12666	+	494	upstream	494	NFATC4
chr14	24898730	24898834	105	*	X02776	23351	24898492	24910547	12056	+	0	inside	237	KHNYN
chr14	24898730	24898834	105	*	X02776	643866	24895740	24898731	2992	-	0	overlapStart	0	CBLN3
chr14	36538752	36538806	55	*	X02789	101101773	36539633	36634494	94862	+	826	upstream	826	LINC00609
chr14	51562943	51563107	165	*	X02800	114088	51441981	51562422	120442	-	520	upstream	520	TRIM9
chr14	53173127	53173261	135	*	X02803	5706	53173896	53194716	20821	+	634	upstream	634	PSMC6
chr14	56048599	56048718	120	*	X02818	100129075	56024690	56046810	22121	-	1788	upstream	1788	KTN1-AS1
chr14	56584320	56584345	26	*	X02821	57161	56585093	56768031	182939	+	747	upstream	747	PELI2
chr14	62215842	62215934	93	*	X02829	100750247	62213757	62215807	2051	-	34	upstream	34	HIF1A-AS2
chr14	69621908	69621997	90	*	X02871	8816	69517637	69619914	102278	-	1993	upstream	1993	DCAF5
chr14	71107632	71107685	54	*	X02877	23508	71108504	71142077	33574	+	818	upstream	818	TTC9
chr14	73362026	73362068	43	*	X02880	8110	73086004	73360809	274806	-	1216	upstream	1216	DPF3
chr14	75348136	75348174	39	*	X02891	1743	75348594	75370450	21857	+	419	upstream	419	DLST
chr14	76126159	76126257	99	*	X02897	23093	76127551	76421425	293875	+	1293	upstream	1293	TTLL5
chr14	77786498	77786527	30	*	X02927	2954	77787230	77797940	10711	+	702	upstream	702	GSTZ1
chr14	78226325	78226384	60	*	X02928	283579	78227173	78236085	8913	+	788	upstream	788	C14orf178
chr14	91283264	91283328	65	*	X02937	145567	91006932	91282761	275830	-	502	upstream	502	TTC7B
chr14	94462029	94462299	271	*	X02958	256369	94463616	94478041	14426	+	1316	upstream	1316	CCDC197
chr14	94462375	94462381	7	*	X02959	256369	94463616	94478041	14426	+	1234	upstream	1234	CCDC197
chr14	94596704	94596715	12	*	X02961	83982	94594118	94595957	1840	-	746	upstream	746	IFI27L2
chr14	96504260	96504390	131	*	X02967	56967	96505661	96560226	54566	+	1270	upstream	1270	C14orf132
chr14	99739020	99739154	135	*	X02973	64919	99635625	99737822	102198	-	1197	upstream	1197	BCL11B
chr14	100072190	100072339	150	*	X02984	317762	99977603	100070727	93125	-	1462	upstream	1462	CCDC85C
chr14	103524975	103525004	30	*	X03018	9578	103398716	103523742	125027	-	1232	upstream	1232	CDC42BPB
chr14	104027823	104027934	112	*	X03035	3831	104029299	104167888	138590	+	1364	upstream	1364	KLC1
chr14	104027823	104027934	112	*	X03035	84334	104029299	104057236	27938	+	1364	upstream	1364	COA8
chr14	104603420	104603599	180	*	X03037	26153	104605060	104647235	42176	+	1460	upstream	1460	KIF26A
chr14	105144829	105144918	90	*	X03044	100616300	105144031	105144086	56	-	742	upstream	742	MIR4710
chr14	105145069	105145323	255	*	X03045	100616300	105144031	105144086	56	-	982	upstream	982	MIR4710
chr14	105262856	105262945	90	*	X03056	207	105235687	105262080	26394	-	775	upstream	775	AKT1
chr14	105263095	105263199	105	*	X03057	207	105235687	105262080	26394	-	1014	upstream	1014	AKT1
chr14	105263861	105263980	120	*	X03058	207	105235687	105262080	26394	-	1780	upstream	1780	AKT1
chr14	105445539	105445703	165	*	X03064	113146	105403591	105444694	41104	-	844	upstream	844	AHNAK2
chr14	105531553	105531616	64	*	X03066	29933	105515737	105531754	16018	-	0	inside	137	GPR132
chr14	105955975	105956063	89	*	X03073	283643	105956192	105965585	9394	+	128	upstream	128	TEDC1
chr15	30115322	30115327	6	*	X03074	7082	29992357	30114706	122350	-	615	upstream	615	TJP1
chr15	34634327	34634401	75	*	X03093	256646	34635516	34649931	14416	+	1114	upstream	1114	NUTM1
chr15	35839184	35839272	89	*	X03094	89978	35663170	35838404	175235	-	779	upstream	779	DPH6
chr15	40075923	40075929	7	*	X03096	161835	39892232	40075039	182808	-	883	upstream	883	FSIP1
chr15	40332523	40332596	74	*	X03097	6727	40327891	40331389	3499	-	1133	upstream	1133	SRP14
chr15	41850167	41850256	90	*	X03125	7301	41851220	41871536	20317	+	963	upstream	963	TYRO3
chr15	50979884	50979988	105	*	X03129	54822	50849352	50979012	129661	-	871	upstream	871	TRPM7
chr15	51916325	51916340	16	*	X03130	23312	51739921	51914967	175047	-	1357	upstream	1357	DMXL2
chr15	52121209	52121291	83	*	X03133	29766	52121825	52221651	99827	+	533	upstream	533	TMOD3
chr15	52822113	52822262	150	*	X03136	4644	52599480	52821247	221768	-	865	upstream	865	MYO5A
chr15	56536961	56537017	57	*	X03137	64864	56379479	56535483	156005	-	1477	upstream	1477	RFX7
chr15	56537468	56537587	120	*	X03138	64864	56379479	56535483	156005	-	1984	upstream	1984	RFX7
chr15	57883804	57883863	60	*	X03141	100820829	57884102	57999153	115052	+	238	upstream	238	MYZAP
chr15	57883804	57883863	60	*	X03141	145781	57884102	58009755	125654	+	238	upstream	238	GCOM1
chr15	59729444	59729533	90	*	X03145	145773	59730372	59815751	85380	+	838	upstream	838	FAM81A
chr15	59729777	59729803	27	*	X03146	145773	59730372	59815751	85380	+	568	upstream	568	FAM81A
chr15	63794710	63794814	105	*	X03166	9960	63796710	63886839	90130	+	1895	upstream	1895	USP3
chr15	63794875	63794949	75	*	X03167	9960	63796710	63886839	90130	+	1760	upstream	1760	USP3
chr15	63894207	63894311	105	*	X03169	100130855	63879909	63893026	13118	-	1180	upstream	1180	USP3-AS1
chr15	65902665	65902679	15	*	X03188	9187	65903704	65953256	49553	+	1024	upstream	1024	SLC24A1
chr15	66585348	66585376	29	*	X03193	115752	66585633	66626236	40604	+	256	upstream	256	DIS3L
chr15	69115326	69115430	105	*	X03215	100313884	69116303	69489862	373560	+	872	upstream	872	MIR548H4
chr15	70390825	70390929	105	*	X03220	7090	70340543	70390256	49714	-	568	upstream	568	TLE3
chr15	71145482	71145562	81	*	X03227	54839	71145618	71342436	196819	+	55	upstream	55	LRRC49
chr15	71407488	71407592	105	*	X03229	196993	71402583	71407839	5257	-	0	inside	246	CT62
chr15	72666926	72666959	34	*	X03236	80072	72668454	72671129	2676	+	1494	upstream	1494	HEXA-AS1
chr15	72667095	72667214	120	*	X03237	80072	72668454	72671129	2676	+	1239	upstream	1239	HEXA-AS1
chr15	72667414	72667488	75	*	X03238	80072	72668454	72671129	2676	+	965	upstream	965	HEXA-AS1
chr15	73926144	73926338	195	*	X03240	27020	73852344	73925753	73410	-	390	upstream	390	NPTN
chr15	74501976	74502080	105	*	X03247	64220	74471808	74502046	30239	-	0	overlapStart	0	STRA6
chr15	74832344	74832404	61	*	X03252	10620	74833548	74890472	56925	+	1143	upstream	1143	ARID3B
chr15	75073719	75073850	132	*	X03255	1445	75074425	75095539	21115	+	574	upstream	574	CSK
chr15	75250627	75250760	134	*	X03257	54913	75247443	75249775	2333	-	851	upstream	851	RPP25
chr15	75748991	75749110	120	*	X03265	25942	75661720	75748124	86405	-	866	upstream	866	SIN3A
chr15	85143200	85143304	105	*	X03297	54993	85144249	85166947	22699	+	944	upstream	944	ZSCAN2
chr15	89156203	89156299	97	*	X03314	100616238	89155078	89155155	78	-	1047	upstream	1047	MIR3529
chr15	90542886	90543065	180	*	X03323	374655	90544752	90625432	80681	+	1686	upstream	1686	ZNF710
chr16	126699	126803	105	*	X03359	4350	127018	135850	8833	+	214	upstream	214	MPG
chr16	126699	126803	105	*	X03359	64285	108058	126351	18294	-	347	upstream	347	RHBDF1
chr16	127194	127313	120	*	X03360	4350	127018	135850	8833	+	0	inside	175	MPG
chr16	127194	127313	120	*	X03360	64285	108058	126351	18294	-	842	upstream	842	RHBDF1
chr16	421283	421312	30	*	X03362	10573	417384	420569	3186	-	713	upstream	713	MRPL28
chr16	432870	432877	8	*	X03363	58986	420776	431978	11203	-	891	upstream	891	PGAP6
chr16	450280	450504	225	*	X03364	26063	451858	462487	10630	+	1353	upstream	1353	DECR2
chr16	680864	680903	40	*	X03368	117166	681012	684116	3105	+	108	upstream	108	WFIKKN1
chr16	687399	687456	58	*	X03369	84326	684429	686347	1919	-	1051	upstream	1051	METTL26
chr16	687467	687511	45	*	X03370	84326	684429	686347	1919	-	1119	upstream	1119	METTL26
chr16	687833	687952	120	*	X03371	84326	684429	686347	1919	-	1485	upstream	1485	METTL26
chr16	1122310	1122322	13	*	X03374	6755	1122756	1131454	8699	+	433	upstream	433	SSTR5
chr16	1381969	1382059	91	*	X03378	8938	1383606	1399442	15837	+	1546	upstream	1546	BAIAP3
chr16	2031878	2032027	150	*	X03382	124056	2028918	2031550	2633	-	327	upstream	327	NOXO1
chr16	2033081	2033145	65	*	X03383	124056	2028918	2031550	2633	-	1530	upstream	1530	NOXO1
